36,5,10,30,56,51,25
21,5,5,30,90,90,7
33,5,5,30,133,133,8
1,5,10,30,6,6,0
33,10,5,30,102,101,7
47,10,10,30,100,100,8
25,10,5,30,79,79,5
6,5,10,30,31,31,4
4,10,5,30,16,13,3
41,5,10,30,90,74,9
49,5,5,30,138,123,15
17,5,10,30,76,76,8
14,10,5,30,46,46,10
11,10,5,30,35,34,10
45,10,10,30,124,124,0
16,10,5,30,53,53,0
9,5,10,30,46,46,1
36,10,5,30,91,91,8
38,5,5,30,144,142,9
11,5,5,30,56,56,0
40,5,5,30,137,136,5
50,10,10,30,126,125,6
9,5,5,30,46,46,7
32,5,5,30,113,106,7
30,5,10,30,62,61,1
16,5,5,30,77,74,6
37,10,5,30,100,99,10
13,10,10,30,44,44,9
5,10,10,30,16,16,4
46,5,5,30,111,110,0
4,5,5,30,21,21,3
31,5,5,30,127,125,4
5,5,5,30,21,20,4
21,10,10,30,67,67,6
13,5,10,30,60,59,11
13,5,5,30,65,65,1
14,10,10,30,48,47,11
48,5,5,30,165,155,7
31,10,5,30,96,95,6
44,5,10,30,132,132,4
3,10,10,30,12,12,2
17,10,5,30,47,47,4
49,10,5,30,111,101,14
11,5,10,30,50,50,10
35,10,5,30,115,115,4
24,5,5,30,102,102,12
34,10,5,30,105,105,6
13,10,5,30,44,44,6
26,5,10,30,55,52,2
47,5,5,30,138,133,13
15,10,5,30,53,53,8
31,10,10,30,92,89,4
2,5,10,30,11,11,1
2,10,10,30,8,8,1
26,10,10,30,83,83,4
43,5,10,30,123,104,25
27,10,5,30,80,78,6
32,10,5,30,94,89,0
40,10,10,30,96,96,11
19,10,5,30,59,59,6
44,5,5,30,151,147,4
2,10,5,30,8,8,1
38,5,10,30,82,66,14
16,10,10,30,17,17,1
26,5,5,30,114,113,4
18,10,5,30,58,58,4
21,5,10,30,70,70,5
12,5,10,30,62,61,0
42,5,10,30,87,84,13
25,5,10,30,51,50,7
48,10,5,30,137,134,2
19,10,10,30,58,58,8
19,5,10,30,91,89,7
44,10,10,30,126,121,1
29,5,5,30,135,135,0
3,10,5,30,12,12,1
25,10,10,30,81,80,8
39,10,10,30,125,125,3
30,5,5,30,117,111,6
46,10,5,30,126,119,9
35,10,10,30,106,105,8
24,5,10,30,57,51,15
6,10,10,30,24,24,0
39,5,5,30,154,152,13
47,10,5,30,86,83,14
3,5,10,30,16,15,2
35,5,10,30,78,60,11
15,5,10,30,65,65,12
21,10,5,30,66,66,8
24,10,5,30,75,75,4
23,10,5,30,75,75,12
37,5,10,30,76,70,6
43,10,5,30,107,103,7
34,10,10,30,106,105,8
3,5,5,30,16,16,2
8,5,10,30,42,42,0
23,10,10,30,73,73,4
46,5,10,30,142,141,5
16,5,10,30,79,79,0
28,5,10,30,65,62,0
36,5,5,30,95,95,2
45,5,10,30,135,130,4
31,5,10,30,63,63,11
8,5,5,30,41,41,3
1,10,10,30,4,4,0
42,10,5,30,97,92,11
45,5,5,30,146,143,6
30,10,5,30,95,93,4
11,10,10,30,44,44,0
12,10,10,30,43,42,8
8,10,5,30,32,32,0
14,5,10,30,61,57,8
15,5,5,30,69,64,5
42,10,10,30,103,103,3
17,10,10,30,54,53,5
44,10,5,30,128,128,5
1,5,5,30,6,6,0
7,5,5,30,37,37,1
22,10,5,30,73,73,7
33,10,10,30,101,101,8
7,10,10,30,23,23,6
41,10,10,30,119,111,6
40,10,5,30,113,110,4
41,10,5,30,120,117,9
26,10,5,30,82,82,9
49,5,10,30,125,123,13
1,10,5,30,4,4,0
43,5,5,30,112,112,8
10,5,5,30,51,51,0
10,10,10,30,35,35,6
29,5,10,30,60,58,1
6,5,5,30,26,26,1
38,10,5,30,120,118,4
28,5,5,30,118,116,5
20,10,5,30,61,61,7
18,10,10,30,63,63,0
10,10,5,30,40,40,0
27,10,10,30,87,87,6
20,5,5,30,81,81,9
49,10,10,30,124,117,3
22,10,10,30,70,70,6
10,5,10,30,51,51,1
34,5,10,30,69,66,2
2,5,5,30,11,11,1
33,5,10,30,74,67,7
6,10,5,30,24,24,0
46,10,10,30,86,84,4
29,10,5,30,94,94,8
18,5,10,30,80,80,3
29,10,10,30,85,85,6
15,10,10,30,47,46,7
48,5,10,30,156,149,0
50,5,5,30,167,158,4
25,5,5,30,90,90,9
28,10,5,30,86,86,6
50,5,10,30,135,130,4
9,10,10,30,31,31,8
19,5,5,30,81,81,5
32,5,10,30,69,58,12
37,5,5,30,153,143,5
38,10,10,30,117,116,6
34,5,5,30,140,131,8
17,5,5,30,85,85,0
23,5,5,30,95,95,0
20,5,10,30,92,92,3
5,5,10,30,26,26,0
43,10,10,30,121,120,3
8,10,10,30,25,25,7
50,10,5,30,120,117,12
12,5,5,30,55,50,11
47,5,10,30,145,145,6
36,10,10,30,112,111,5
20,10,10,30,64,64,4
18,5,5,30,87,87,9
23,5,10,30,72,71,5
40,5,10,30,85,80,8
14,5,5,30,71,71,6
7,5,10,30,34,32,6
12,10,5,30,48,48,0
4,10,10,30,16,13,3
42,5,5,30,120,118,8
45,10,5,30,147,147,0
32,10,10,30,99,99,3
7,10,5,30,27,24,5
27,5,10,30,61,58,7
39,5,10,30,89,85,5
48,10,10,30,116,110,2
24,10,10,30,76,76,9
41,5,5,30,144,142,10
22,5,5,30,91,91,5
5,10,5,30,17,17,4
4,5,10,30,21,21,3
30,10,10,30,80,79,5
37,10,10,30,111,103,4
27,5,5,30,112,112,8
35,5,5,30,120,119,0
39,10,5,30,120,120,9
22,5,10,30,24,21,2
28,10,10,30,90,90,4
9,10,5,30,36,36,0
